sample_id,pattern,arrival_pattern,count,disk_size,initial_head,direction,spread,density,clustering,direction_bias,fcfs_dist,sstf_dist,scan_dist,cscan_dist,fcfs_var,sstf_var,scan_var,cscan_var,best_algorithm
753,bursty,random,25,250,101,DOWN,0.6104,0.2825,0.8553,0.3316,485,265,289,448,844.49,857.6,963.14,2376.39,SSTF
754,bursty,continuous,18,200,105,DOWN,0.727,0.2182,0.5393,0.2475,512,257,299,397,1762.18,1508.93,1751.24,2440.06,SSTF
755,bursty,continuous,45,200,51,UP,0.8806,0.45,0.9771,0.259,1360,272,347,396,11316.15,7119.99,5878.94,6359.86,C-SCAN
756,bursty,sequential,28,250,235,UP,0.823,0.2383,0.8549,0.3517,941,245,251,495,2007.26,3199.92,3269.55,4267.94,FCFS
757,bursty,random,44,250,181,UP,0.7844,0.3894,0.648,0.2271,1558,395,296,497,4312.83,5848.8,4567.43,8212.72,SCAN
758,bursty,continuous,40,400,292,DOWN,0.7675,0.2254,0.8345,0.2469,2084,608,684,728,18166.61,7447.08,8198.97,8888.98,SSTF
759,bursty,all_at_once,37,150,133,UP,0.7562,0.5564,0.532,0.2456,887,133,165,297,8621.12,4134.57,4134.57,4134.57,C-SCAN
760,bursty,random,19,150,14,UP,0.8741,0.2695,0.7795,0.2752,555,152,278,297,723.92,1161.32,1421.46,1338.97,SSTF
761,bursty,sequential,20,250,174,DOWN,0.837,0.1717,0.6187,0.2399,678,420,416,492,1414.55,2312.81,2923.66,3594.51,SSTF
762,bursty,random,28,200,192,UP,0.8376,0.28,0.7251,0.246,992,212,206,396,2314.8,2047.56,2026.99,2933.99,SCAN
763,bursty,continuous,16,400,345,UP,0.516,0.141,0.6585,0.4041,784,234,330,796,2025.08,1888.63,2006.8,2142.4,SSTF
764,bursty,all_at_once,25,400,356,DOWN,0.6721,0.1618,0.7066,0.2662,1492,310,714,798,11217.7,3076.34,3914.81,4222.76,SSTF
765,bursty,all_at_once,34,300,160,UP,0.6731,0.2906,0.7561,0.2898,1047,417,393,583,10633.14,5964.61,5864.71,7716.12,SCAN
766,bursty,sequential,26,200,158,DOWN,0.8098,0.2826,1.0,0.23,677,270,353,398,1596.62,2694.04,1571.63,1776.58,C-SCAN
767,bursty,sequential,33,400,279,UP,0.7342,0.193,0.9021,0.2647,1360,595,494,777,4994.36,3701.89,5667.11,7510.16,SCAN
768,bursty,sequential,38,200,174,UP,0.8055,0.4,0.6325,0.2189,1204,208,220,388,3067.17,4531.61,4664.62,4090.24,C-SCAN
769,bursty,bursty,42,150,96,UP,0.7491,0.6131,0.6041,0.2997,646,195,189,297,120.11,4786.49,4953.26,6408.57,FCFS
770,bursty,continuous,45,250,33,UP,0.7682,0.3965,0.7511,0.2453,1317,255,461,490,10037.09,4997.71,7418.68,7521.4,SSTF
771,bursty,all_at_once,10,250,119,UP,0.4285,0.177,0.8633,0.1995,265,119,379,491,759.18,502.57,502.57,502.57,SSTF
772,bursty,bursty,30,400,26,DOWN,0.7909,0.16,0.9251,0.3014,1237,393,407,798,1601.27,1578.48,1745.4,4263.47,SSTF
773,bursty,continuous,45,250,18,DOWN,0.8251,0.3629,0.7227,0.2054,1343,263,267,458,9685.26,7252.54,7284.08,6899.43,C-SCAN
774,bursty,bursty,21,400,34,UP,0.4767,0.1892,0.6755,0.3104,701,257,257,257,226.72,1464.39,1464.39,1464.39,FCFS
775,bursty,sequential,44,300,47,DOWN,0.7902,0.3121,0.866,0.2738,1378,324,332,598,5325.28,2709.53,2760.05,10015.48,SSTF
776,bursty,sequential,31,250,92,DOWN,0.7976,0.2707,0.6671,0.2797,935,370,326,491,2609.28,4958.56,2645.95,2759.03,C-SCAN
777,bursty,all_at_once,49,400,243,UP,0.8783,0.245,0.664,0.1862,2940,631,555,794,39314.29,11673.35,10537.96,13669.54,SCAN
778,bursty,all_at_once,32,300,123,UP,0.8524,0.2207,0.8433,0.3598,1142,465,465,515,10000.23,5589.42,5589.42,6079.42,C-SCAN
779,bursty,random,30,300,58,DOWN,0.8241,0.2041,0.7608,0.3223,1283,379,357,593,3192.21,3436.88,3303.56,2660.74,C-SCAN
780,bursty,continuous,28,150,132,DOWN,0.8287,0.4,0.6832,0.255,754,153,278,291,3616.47,2907.61,2894.16,2995.6,C-SCAN
781,bursty,sequential,38,300,22,DOWN,0.855,0.2676,1.0,0.2342,1675,302,318,596,6694.78,3590.89,3867.41,4283.72,SSTF
782,bursty,continuous,42,150,24,UP,0.8169,0.5753,0.7123,0.2211,941,268,274,297,6783.75,5153.32,5098.86,5092.94,C-SCAN
783,bursty,bursty,10,150,53,UP,0.388,0.3279,0.9217,0.2265,155,75,75,75,92.69,163.38,163.38,163.38,FCFS
784,bursty,all_at_once,23,400,359,DOWN,0.9031,0.115,0.7738,0.226,1138,439,758,798,8122.19,3812.49,5738.42,6179.26,SSTF
785,bursty,all_at_once,19,150,117,DOWN,0.8851,0.2533,0.7657,0.3395,402,199,266,272,2484.14,1487.01,2048.36,2055.22,SSTF
786,bursty,continuous,14,150,45,DOWN,0.8489,0.2029,0.9154,0.3316,474,173,191,227,1380.91,1057.55,1174.19,1626.01,SSTF
787,bursty,bursty,46,200,66,DOWN,0.8591,0.46,0.8643,0.2306,1586,265,265,364,2703.54,4716.38,4716.38,6779.55,SSTF
788,bursty,all_at_once,50,300,221,DOWN,0.7295,0.3802,0.8913,0.2067,1635,303,483,589,23045.51,8359.47,10602.56,11870.59,SSTF
789,bursty,continuous,17,400,3,UP,0.6139,0.1241,0.7847,0.2612,837,323,323,323,1970.32,1879.2,1879.2,1879.2,SSTF
790,bursty,random,14,250,237,UP,0.6878,0.1407,0.6566,0.3564,468,198,222,496,543.94,558.64,615.86,2405.71,SSTF
791,bursty,bursty,29,400,44,DOWN,0.8539,0.1543,0.7754,0.2477,1997,419,419,737,2502.2,4853.08,4853.08,7259.21,SSTF
792,bursty,continuous,35,150,121,UP,0.8284,0.4861,0.795,0.2189,582,168,174,286,4175.15,4150.26,4225.33,5197.24,SSTF
793,bursty,sequential,18,300,279,DOWN,0.5553,0.1978,0.9835,0.2494,787,231,231,231,1414.41,871.87,871.87,871.87,SSTF
794,bursty,all_at_once,33,150,141,UP,0.8384,0.4783,0.7512,0.2396,897,141,149,297,7704.68,3641.57,3690.62,4161.99,C-SCAN
795,bursty,continuous,10,400,305,DOWN,0.6622,0.0678,0.625,0.754,390,322,638,794,867.89,830.71,3045.77,4438.83,SSTF
796,bursty,sequential,15,250,53,DOWN,0.7207,0.15,0.9156,0.177,443,290,252,489,501.7,478.95,742.11,3228.73,SCAN
797,bursty,sequential,42,200,41,UP,0.8203,0.4375,0.7419,0.2398,1177,250,349,374,3067.9,5417.67,6289.99,6454.8,FCFS
798,bursty,continuous,26,200,29,UP,0.7266,0.3095,0.8246,0.2244,552,179,352,397,2636.18,2302.86,3479.09,3896.89,SSTF
799,bursty,random,45,300,281,UP,0.7867,0.3273,0.8183,0.2732,1561,281,317,591,5119.75,5130.28,5381.67,7285.04,SSTF
800,bursty,continuous,14,250,25,UP,0.4336,0.2314,0.5671,0.2972,377,129,457,495,966.52,861.89,2405.21,2654.22,SSTF
